ID,coffee_in_cafe,cost_beer,cost_coworking,cost_expat,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,latitude,leisure,lgbt_friendly,life_score,longitude,nightlife,nomadScore,nomad_score,peace_score,place,places_to_work,press_freedom_index,racism,safety,weed,City,Temperature (Celsius),Wind Speed (m/s),Latitude,Longitude,Description,Country,Rank_x,Visa-Free Access,GDP per capita (USD),  Dwellings without basic facilities,  Housing expenditure,  Rooms per person,  Household net adjusted disposable income,  Household net wealth,  Labour market insecurity,  Employment rate,  Long-term unemployment rate,  Personal earnings,  Quality of support network,  Educational attainment,  Student skills,  Years in education,  Air pollution,  Water quality,  Stakeholder engagement for developing regulations,  Voter turnout,  Life expectancy,  Self-reported health,  Feeling safe walking alone at night,  Homicide rate,  Employees working very long hours,  Time devoted to leisure and personal care,  Life satisfaction,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019,Rank_y,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year,GDP (in Trillions USD),GDP per Capita (in USD),Inflation Rate (%),Population (in Millions),Population Growth Rate (%),Urban Population (%),Life Expectancy (Years),Healthcare Expenditure per Capita (USD),Doctor-to-Patient Ratio,Literacy Rate (%),Education Expenditure as % of GDP,Internet Penetration (%),Smartphone Adoption (%),Energy Consumption (TWh),Renewable Energy Share (%),Military Expenditure (in Billion USD),Number of Active Military Personnel,CO2 Emissions (Million Metric Tons),Forest Coverage (%),Number of Airports,Road Network Length (in km),Public Transport Usage (%),Human Development Index (HDI),Gender Equality Index,Poverty Rate (%),Number of International Visitors (in Millions),Tourism Revenue (in Billion USD),Agricultural Land (%),Unemployment Rate (%),Labor Force Participation Rate (%),"Crime Rate (per 100,000)",Corruption Perception Index,Freedom of Press Index,Voting Participation Rate (%),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)"
651,1.11,1.11,90.07,688,745,0.4,79.6,0.2,0.2,0.6,2,19.9974533,0.6,0.4,0.6,73.7898023,0.8,0.51,0.51,0.4,Nasik,0.6,43.17,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,3.15,3.15,72.92,2281,1579,0.6,74.9,0.4,0.2,0.6,3,32.0118798,0.4,0.4,0.64,120.7352467,0.2,0.51,0.51,0.6,Nantong,0.4,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,3.15,3.15,72.92,13406,1590,0.6,74.9,0.4,0.2,0.6,4,31.6649368,0.4,0.6,0.61,120.5419621,0.6,0.51,0.51,0.6,Changshu,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,2.58,2.58,210.16,1062,1487,0.6,79.6,0.2,0.2,0.6,2,20.2960587,0.6,0.2,0.62,85.8245398,0.2,0.51,0.51,0.4,Bhubaneswar,0.2,43.17,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2.34,2.34,59.06,1220,903,0.4,79.6,0.6,0.2,1,4,12.3106368,0.6,0.4,0.61,76.5656493,0.6,0.51,0.51,0.4,Mysore,0.4,43.17,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,0.73,0.73,59.25,578,584,0.8,74.9,0.8,0.2,0.4,3,28.6833,0.4,0.4,0.61,115.8833,0.6,0.51,0.51,0.6,Nanchang,0.4,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1.61,1.61,130.89,576,3176,0.2,,0.2,,0.4,0,-4.4875094,0.6,0.4,0.64,15.865008,0.6,0.51,0.51,,Kinshasa,0.4,,0,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,0,0,467.23,896,1385,0.6,74.9,0.4,0.2,0.6,2,29.3068,0.4,0.4,0.64,120.0751,0.4,0.51,0.51,0.6,Yiwu,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,3.5,3.5,591.06,1812,2087,0.6,74.9,0.4,0.2,0.6,2,24.4798,0.4,0.4,0.65,118.0894,0.4,0.51,0.51,0.6,Xiamen,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2.43,2.43,477.54,1628,2041,0.6,74.9,0.4,0.2,0.4,2,22.2707,0.4,0.4,0.63,113.5767,0.4,0.51,0.51,0.6,Zhuhai,0.4,80.96,0.2,0.6,0,Zhuhai,26.21,3.6,22.2769,113.5678,scattered clouds,China,60th,85,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,444.55,23,6,70,86,44,78,29,80,85,31.7,12.3,22.4,36.8,20.6,73.3,2011.5,14.26833333,10003.33333,2.4075,1396.36875,0.2975,60.12,76.60125,447.31875,1.79375,96.18,3.999583333,65.23833333,69.93875,6719.533333,29.26625,258.3458333,2068193.75,9936.666667,21.94833333,238.16,5036041.667,33.82708333,0.759583333,0.81,2.012916667,64.37416667,120.6,54.52916667,3.57,63.02375,100.1125,41.95583333,177.7370833,71.79583333,,,,,,,,
661,2.78,2.78,281.66,1504,2800,0.6,71.1,0.4,0.8,0.6,2,-22.57,0.6,0.4,0.62,17.083611,0.4,0.5,0.5,0.6,Windhoek,0.4,15.15,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2.34,2.34,59.06,2801,1200,0.4,79.6,0.4,0.2,0.8,4,11.2558266,0.6,0.4,0.6,75.7407734,0.4,0.5,0.5,0.4,Kozhikode,0.4,43.17,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,0.73,0.73,59.25,552,623,0.8,74.9,0.6,0.2,0.6,0,23.35,0.6,0.4,0.61,116.6667,0.4,0.5,0.5,0.6,Shantou,0.6,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,3.15,3.15,72.92,791,2792,0.6,74.9,0.4,0.2,0.6,4,23.0881944,0.4,0.6,0.66,114.1434449,0.6,0.5,0.5,0.6,Huizhou,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1.09,1.09,88.96,926,915,0.8,74.9,0.2,0.2,0.4,3,30.5833,0.6,0.4,0.61,114.2833,0.4,0.5,0.5,0.6,Wuhan,0.2,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,0,0,5.61,723,565,0.4,74.9,0.6,0.2,0.6,4,-7.5592034,0.4,0.2,0.56,110.7487715,0.2,0.5,0.5,0.6,Surakarta,0.2,41.72,0.8,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2.58,2.58,210.16,904,1362,0.6,79.6,0.4,0.2,0.6,3,11.0168445,0.6,0.2,0.61,76.9558321,0.2,0.5,0.5,0.4,Coimbatore,0.4,43.17,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1.17,1.17,72.83,688,1748,0.6,65.3,0.6,0.4,0.6,3,-7.1496459,0.4,0.4,0.63,-35.0235323,0.8,0.5,0.5,0.6,Joao Pessoa,0.6,32.62,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,3.15,3.15,72.92,897,1531,0.6,74.9,0.4,0.2,0.6,2,40.816665,0.4,0.6,0.63,111.3676885,0.6,0.5,0.5,0.6,Hohhot,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,3,3,294.59,2052,1824,0.6,66.1,0.4,0.2,0.6,4,4.6099495,0.6,0.4,0.61,101.0216321,0.4,0.5,0.5,0.6,Ipoh,0.4,46.57,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2.34,2.34,59.06,2696,1046,0.4,79.6,0.4,0.2,0.6,3,19.990908,0.6,0.2,0.58,73.6633947,0.4,0.5,0.5,0.4,Nashik,0.4,43.17,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1.09,1.09,88.96,1105,972,0.6,74.9,0.4,0.2,0.6,4,23.12911,0.8,0.4,0.61,113.264385,0.6,0.5,0.5,0.6,Guangzhou,0.4,80.96,0.4,0.6,0,Guangzhou,24.97,4.32,23.1167,113.25,broken clouds,China,60th,85,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,444.55,23,6,70,86,44,78,29,80,85,31.7,12.3,22.4,36.8,20.6,73.3,2011.5,14.26833333,10003.33333,2.4075,1396.36875,0.2975,60.12,76.60125,447.31875,1.79375,96.18,3.999583333,65.23833333,69.93875,6719.533333,29.26625,258.3458333,2068193.75,9936.666667,21.94833333,238.16,5036041.667,33.82708333,0.759583333,0.81,2.012916667,64.37416667,120.6,54.52916667,3.57,63.02375,100.1125,41.95583333,177.7370833,71.79583333,,,,,,,,
673,4.3,4.3,492.07,1423,3542,0.4,95.2,0.2,0.4,0.4,8,12.6125547,0.4,0.2,0.4,-8.1355996,0.2,0.5,0.5,0.2,Bamako,0.4,39.83,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,3.15,3.15,72.92,1729,2683,0.6,74.9,0.4,0.2,0.6,3,40.0901504,0.8,0.6,0.66,113.1646645,0.6,0.5,0.5,0.6,Datong,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1.28,1.28,156.21,799,1324,0.6,80.2,0.6,0.2,1,1,4.6333,0.6,0.6,0.59,-75.5667,0.2,0.5,0.5,0.4,Salento,0.8,44.11,0.4,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,0.44,0.44,51.68,604,582,0.2,79.6,0.2,0.2,0.6,4,9.9312328,0.4,0.2,0.54,76.2673041,0.6,0.5,0.5,0.4,Kochi,0.2,43.17,0.2,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1.45,1.45,24.18,833,1724,0.6,70.4,0.4,0.2,0.8,5,21.8853,0.4,0.6,0.43,-102.2916,0.4,0.49,0.49,0.6,Aguascalientes,0.4,49.33,0.6,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,0,0,5.61,924,566,0.4,74.9,0.4,0.2,0.6,2,-7.0247702,0.4,0.2,0.56,110.3488077,0.2,0.49,0.49,0.6,Semarang,0.2,41.72,0.8,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2.34,2.34,59.06,687,1234,0.4,79.6,0.4,0.2,0.6,4,9.9176385,0.6,0.4,0.59,78.0527831,0.4,0.49,0.49,0.4,Madurai,0.6,43.17,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,2.67,2.67,72.92,1242,1259,0.6,74.9,0.6,0.2,0.6,4,24.9037349,0.6,0.4,0.61,118.5836792,0.4,0.49,0.49,0.6,Quanzhou,0.4,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1.09,1.09,88.96,886,1178,0.8,74.9,0.6,0.2,0.6,3,39.1333,0.6,0.4,0.59,117.1833,0.4,0.49,0.49,0.6,Tianjin,0.6,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1.41,1.41,423.9,971,1297,0.6,78.8,0.4,0.2,1,4,19.3592283,0.4,0.6,0.66,98.4372691,0.2,0.49,0.49,0.4,Pai,0.6,44.53,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,0.93,0.93,0.83,411,564,0.6,91.2,0.4,0.4,1,0,27.7172,1,0.6,0.52,85.324,0.4,0.49,0.49,0.2,Kathmandu,0.4,32.62,0,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1.55,1.55,223.57,656,1511,0.4,70.4,0.4,0.2,0.4,0,25.5485471,0.6,0.4,0.45,-103.5420016,0.6,0.49,0.49,0.6,Torreon,0.4,49.33,0.6,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,4.73,4.73,72.92,938,1563,0.6,74.9,0.4,0.2,0.6,4,37.8632119,0.6,0.4,0.59,112.4024876,0.4,0.49,0.49,0.6,Taiyuan,0.4,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1.39,1.39,112.63,634,1214,0.8,74.9,0.2,0.2,0.4,2,27.9908558,0.4,0.4,0.6,120.4035133,0.4,0.49,0.49,0.6,Wenzhou,0.4,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,4.19,4.19,244.31,1645,3240,0.6,69.9,0.4,0.6,0.8,3,-29.8586804,0.6,0.6,0.59,31.0218404,0.4,0.49,0.49,0.6,Durban,0.4,21.92,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,0,0,5.61,2447,610,0.4,74.9,0.4,0.2,0.6,2,0.5137908,0.6,0.2,0.55,101.3711354,0.2,0.49,0.49,0.6,Pekanbaru,0.2,41.72,0.8,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1.46,1.46,118.67,868,1590,0.8,74.9,0.8,0.2,0.6,2,36.1357443,0.6,0.6,0.62,120.0846507,0.6,0.49,0.49,0.6,Qingdao,0.6,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,0.8,0.8,65.3,669,764,0.8,74.9,0.8,0.2,0.6,2,29.5583,0.6,0.6,0.59,106.5667,0.6,0.49,0.49,0.6,Chongqing,0.6,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1.09,1.09,88.96,919,944,0.8,74.9,0.6,0.2,0.6,4,30.6586,0.6,0.6,0.6,104.0647,0.6,0.49,0.49,0.6,Chengdu,0.6,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,2.34,2.34,59.06,610,982,0.4,79.6,0.4,0.2,0.6,2,25.6080374,0.8,0.4,0.56,85.1430429,0.2,0.49,0.49,0.4,Patna,0.4,43.17,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,0.44,0.44,373.99,2039,1373,0.6,74.9,0.4,0.2,0.4,0,37.5131,0.4,0.4,0.6,122.1204,0.4,0.49,0.49,0.6,Weihai,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,3.45,3.45,358.49,1621,3762,0.4,48.4,0.6,0.6,0.6,4,-32.8833303,0.4,0.6,0.68,-68.8935386,0.6,0.49,0.49,0.8,Mendoza,0.6,25.09,0.6,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,2.83,2.83,366.99,7940,3518,0.4,36.2,0.4,0.8,0.6,3,-34.9424936,0.6,0.4,0.7,-54.9819142,0.4,0.48,0.48,0.8,Punta del Este,0.4,15.88,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,3.09,3.09,72.92,790,1252,0.6,74.9,0.4,0.2,0.6,4,43.8870114,0.4,0.6,0.61,124.7328636,0.6,0.48,0.48,0.6,Changchun,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1.62,1.62,79.21,955,2422,0.2,78.3,0.4,0.2,0.4,3,36.752887,0.6,0.2,0.6,3.042048,0.4,0.48,0.48,0.4,Algiers,0.4,41.69,0.4,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,0.5,0.5,40.71,745,1908,0.4,74.2,1,0.2,0.6,2,33.2316,0.6,0.2,0.61,-8.5,0.6,0.48,0.48,0.6,El Jadida,0.6,42.64,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,3.15,3.15,72.92,679,1023,0.6,74.9,0.4,0.2,0.6,3,46.8096592,0.4,0.6,0.61,130.2401659,0.6,0.48,0.48,0.6,Jiamusi,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,3.94,3.94,549.6,1684,2148,0.6,74.9,0.4,0.2,0.4,2,31.5661,0.4,0.4,0.61,120.303,0.4,0.48,0.48,0.6,Wuxi,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1.09,1.09,88.96,563,1103,0.8,74.9,0.4,0.2,0.6,0,35.05,0.4,0.4,0.61,118.35,0.2,0.48,0.48,0.6,Linyi,0.2,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.5,1.5,130,1272,1732,0.8,91.3,0.8,0.2,0.8,2,-1.943889,0.6,0.4,0.5,30.059444,0.6,0.48,0.48,0.2,Kigali,0.6,54.61,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,2.63,2.63,213.65,1635,1850,0.4,72,0.4,0.6,0.4,1,-13.5300095,0.2,0.4,0.59,-72.0092896,0.4,0.48,0.48,0.6,Cusco,0.6,29.99,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2.55,2.55,207.55,1048,1867,0.6,83.5,0.2,0.2,0.8,1,41.266667,0.6,0.2,0.54,69.216667,0.6,0.48,0.48,0.4,Tashkent,0.4,61.15,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,3.56,3.56,63.5,703,1111,0.6,90.7,0.6,0.2,0.6,3,22.3475,0.6,0.4,0.45,91.8123,0.4,0.48,0.48,0.2,Chittagong,0.4,45.94,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,3.94,3.94,465.62,1351,1767,0.6,74.9,0.4,0.2,0.4,2,37.4638,0.4,0.4,0.6,121.4479,0.4,0.48,0.48,0.6,Yantai,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1.28,1.28,156.21,1258,1658,0.4,80.2,0.6,0.2,0.6,3,11.2419,0.4,0.6,0.55,-74.2053,0.4,0.48,0.48,0.4,Santa Marta,0.4,44.11,0.4,0.51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1.67,1.67,223.04,882,1846,0.45,70.4,0.6,0.2,0.6,3,22.1234596,0.4,0.2,0.59,-101.0908229,0.62,0.48,0.48,0.6,San Luis Potosi,0.4,49.33,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,0.8,0.8,72.92,676,763,0.6,74.9,0.4,0.2,0.6,2,41.115829,0.4,0.6,0.58,122.7261787,0.4,0.48,0.48,0.6,Anshan,0.4,80.96,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.09,1.09,88.96,1010,1036,0.8,74.9,0.4,0.2,0.6,4,31.299,0.6,0.4,0.6,120.5853,0.6,0.48,0.48,0.6,Suzhou,0.4,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2.67,2.67,72.92,865,1213,0.6,74.9,0.4,0.2,0.6,3,41.8053311,0.4,0.4,0.56,123.436498,0.4,0.47,0.47,0.6,Shenyang,0.4,80.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
